CANTIDAD,MUNICIPIO,PARROQUIA,DENOMINACIÓN,PLAN DE ESTUDIO 1,PLAN DE ESTUDIO 2,PLAN DE ESTUDIO 3,ESPECIALIDAD 3,MENCIÓN 3,PLAN DE ESTUDIO 4,ESPECIALIDAD 4,MENCIÓN 4,PLAN DE ESTUDIO 5,ESPECIALIDAD 5,MENCIÓN 5,PLAN DE ESTUDIO 6,ESPECIALIDAD 6,MENCIÓN 6,PLAN DE ESTUDIO 7,ESPECIALIDAD 7,MENCIÓN 7,PLAN DE ESTUDIO 8,ESPECIALIDAD 8,MENCIÓN 8,PLAN DE ESTUDIO 9,ESPECIALIDAD 9,MENCIÓN 9,PLAN DE ESTUDIO 10,ESPECIALIDAD 10,MENCIÓN 10,NOMBRE NOMINAL DEL PLANTEL,NUEVO EPÓNIMO,CODIGO DEL PLANTEL,CODIGO DEPENDENCIA 1,CODIGO DEPENDENCIA 2,CODIGO ESTADISTICO,DEPENDENCIA,UBICACIÓN GEOGRAFICA,NIVEL,MODALIDAD,TURNOS DEL PLANTEL,METROS 2,MATERNAL FEM,MATERNAL MAS,MATERNAL TOTAL,PREESCOLAR FEM,PREESCOLAR MAS,PREESCOLAR TOTAL,INICIAL FEM,INICIAL MAS,INICIAL TOTAL,PRIMARIA FEM,PRIMARIA MAS,PRIMARIA TOTAL,MEDIA GENERAL FEM,MEDIA GENERAL MAS,MEDIA GENERAL TOTAL,MEDIA TECNICA FEM,MEDIA TECNICA MAS,MEDIA TECNICA TOTAL,ADULTO FEM,ADULTO MAS,ADULTO TOTAL,ESPECIAL FEM,ESPECIAL MAS,ESPECIAL TOTAL,MATRICULA TOTAL,MATERNAL,PREESCOLAR,PRIMARIA,MEDIA GENERAL,MEDIA TECNICA,ADULTO,ESPECIAL,
903,RIVAS DAVILA,BAILADORES,ESCUELA,,,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA PARA EL EMPRENDIMIENTO HERENIA ACEDO DE VASQUEZ,HERENIA ACEDO DE VAZQUEZ,ON14191418,,,141817,ESTADAL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,
904,RIVAS DAVILA,BAILADORES,INSTITUTO DE EDUCACION ESPECIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,CENTRO DE DESARROLLO HUMANO BAILADORES,MARIA TERESA DE CALCUTA,OD16581418,,,142015,ESTADAL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,
905,RIVAS DAVILA,BAILADORES,ESCUELA,,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA BOLIV. LAS PLAYITAS,ANA MIREYA CEBALLOS DE MARQUEZ,OD14161418,,,141640,ESTADAL,,,,,,0,0,0,0,0,0,0,0,0,43,35,78,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,6,,,0,0,
906,RIVAS DAVILA,BAILADORES,ESCUELA,,,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA PARA EL EMPRENDIMIENTO LAS PLAYITAS,LAS PLAYITAS,ON14181418,,,141816,ESTADAL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,
907,RIVAS DAVILA,BAILADORES,ESCUELA,,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA ESTADAL LA M,JOSE VICENCIO MEDINA,OD14111418,,,141445,ESTADAL,,,,,,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,,,0,0,
908,RIVAS DAVILA,GERÓNIMO MALDONADO,ESCUELA,,,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA PARA EL EMPRENDIMIENTO LA PLAYA,LA PLAYA DIURNO,ON14171418,,,141811,ESTADAL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,
909,RIVAS DAVILA,GERÓNIMO MALDONADO,ESCUELA,,,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA PARA EL EMPRENDIMIENTO LA PLAYA,LA PLAYA NOCTURNO,ON16571418,,,141997,ESTADAL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,
910,RIVAS DAVILA,GERÓNIMO MALDONADO,ESCUELA,,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA ESTADAL MESA LAGUNA,RITA VERDI,OD14071418,,,140787,ESTADAL,,,,,,0,0,0,0,0,0,0,0,0,11,17,28,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,6,,,0,0,
911,SANTOS MARQUINA,TABAY,ESCUELA,,21000,,,,,,,,,,,,,,,,,,,,,,,,,EB 21 DE NOVIEMBRE,LEOPOLDINA ALBORNOZ,OD02891419,7933014,,140802,NACIONAL,RURAL,PRIMARIA,,MAÑANA,,0,0,0,0,0,0,0,0,0,71,45,116,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,6,,,0,0,
912,SANTOS MARQUINA,TABAY,COMPLEJO EDUCATIVO,20000,21000,31059,,CIENCIAS,,,,,,,,,,,,,,,,,,,,,,E-B SAN RAFAEL DE TABAY,JOSE ROBERTO CONTRERAS MARQUEZ,S2872D1419,7935029,,140804,NACIONAL,,,,,,0,0,0,38,28,66,38,28,66,135,159,294,176,185,361,0,0,0,0,0,0,0,0,0,721,0,4,12,,,0,0,"{""preescolar"":{""U"":2}}"
913,SANTOS MARQUINA,TABAY,COMPLEJO EDUCATIVO,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,UEB LA MUCUY BAJA,LAUREANO MALDONADO,OD14321419,7950706,,140799,NACIONAL,RURAL,INICIAL - PRIMARIA,,MAÑANA,,0,0,0,10,6,16,10,6,16,19,27,46,0,0,0,0,0,0,0,0,0,0,0,0,62,0,2,0,,,0,0,
914,SANTOS MARQUINA,TABAY,LICEO,,,31059,MEDIA GENERAL,CIENCIAS,31060,MEDIA GENERAL,CIENCIAS Y TECNOLOGIA,,,,,,,,,,,,,,,,,,,C B DR MIGUEL OTERO SILVA,DOCTOR MIGUEL OTERO SILVA,S1539D1419,7918580,,140807,NACIONAL,RURAL,MEDIA GENERAL,,DOBLE TURNO,,0,0,0,0,0,0,0,0,0,0,0,0,191,231,422,0,0,0,0,0,0,0,0,0,422,0,0,0,,,0,0,
915,SANTOS MARQUINA,TABAY,ESCUELA,,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA ESTADO APURE,ANA ROMELIA VELA,OD14311419,6563906,,141486,NACIONAL,URBANO,PRIMARIA,,MAÑANA,,0,0,0,0,0,0,0,0,0,170,154,324,0,0,0,0,0,0,0,0,0,0,0,0,324,0,0,12,,,0,0,
916,SANTOS MARQUINA,TABAY,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,NER-NUC ESC RURAL N 022,AMABLE ANTONIO RANGEL,OD14241419,6970022,,140797,NACIONAL,RURAL,INICIAL - PRIMARIA,,MAÑANA,,0,0,0,1,0,1,1,0,1,15,17,32,0,0,0,0,0,0,0,0,0,0,0,0,33,0,1,5,,,0,0,
917,SANTOS MARQUINA,TABAY,CENTRO DE EDUCACION INCIAL,20000,,,,,,,,,,,,,,,,,,,,,,,,,,MARIANA MONSALVE,MARIANA MONSALVE,OD14231419,4170297,,140796,NACIONAL,URBANO,INICIAL,,MAÑANA,,0,0,0,12,16,28,12,16,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,3,0,,,0,0,
918,SANTOS MARQUINA,TABAY,PREESCOLAR,20000,,,,,,,,,,,,,,,,,,,,,,,,,,JI ESTADO APURE,TABAY,OD02341419,4103643,,141075,NACIONAL,URBANO,INICIAL,,MAÑANA,,9,7,16,56,53,109,65,60,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,1,5,0,,,0,0,
919,SANTOS MARQUINA,TABAY,PREESCOLAR,20000,,,,,,,,,,,,,,,,,,,,,,,,,,JI 21 DE NOVIEMBRE,ELIAS ALBORNOZ,OD17621419,4100059,,142206,NACIONAL,URBANO,INICIAL,,MAÑANA,,18,14,32,9,19,28,27,33,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2,2,0,,,0,0,
920,SANTOS MARQUINA,TABAY,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,MESA DEL CUCHARITO,MANUEL SALVADOR VALERO,OD14261419,,,140801,ESTADAL,,,,,,0,0,0,0,0,0,0,0,0,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,6,,,0,0,
921,SANTOS MARQUINA,TABAY,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,LOS MICUYES,ANA ROSA SANCHEZ,OD15241419,,,141900,ESTADAL,,,,,,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,,,0,0,
922,SANTOS MARQUINA,TABAY,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,LOMA DEL PUEBLO,ISIDRA ANTONIA MONSALVE,OD14251419,,,140798,ESTADAL,,,,,,0,0,0,0,3,3,0,3,3,1,8,9,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,6,,,0,0,
923,SANTOS MARQUINA,TABAY,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,AGUAS CALIENTE,ELIO ANTONIO BARRIOS,OD14291419,,,141098,ESTADAL,RURAL,INICIAL - PRIMARIA,,MAÑANA,,0,0,0,1,1,2,1,1,2,9,7,16,0,0,0,0,0,0,0,0,0,0,0,0,18,0,1,6,,,0,0,
924,SANTOS MARQUINA,TABAY,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,AQUILES NAZOA,AQUILES NAZOA,OD14331419,,,140565,ESTADAL,URBANO,INICIAL - PRIMARIA,,MAÑANA,,0,0,0,10,12,22,10,12,22,38,45,83,0,0,0,0,0,0,0,0,0,0,0,0,105,0,2,6,,,0,0,
925,SANTOS MARQUINA,TABAY,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,LUIS ALBERTO SULBARAN,LUIS ALBERTO SULBARAN,OD14271419,,,140805,ESTADAL,RURAL,INICIAL - PRIMARIA,,MAÑANA,,0,0,0,13,7,20,13,7,20,35,58,93,0,0,0,0,0,0,0,0,0,0,0,0,113,0,20,6,,,0,0,
926,SANTOS MARQUINA,TABAY,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,LA VEGA DE TABAY,DIOLYS MARIA PAREDES,OD14281419,,,141096,ESTADAL,,,,,,0,0,0,9,10,19,9,10,19,39,38,77,0,0,0,0,0,0,0,0,0,0,0,0,96,0,1,6,,,0,0,
927,SANTOS MARQUINA,TABAY,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,FRANCISCO ANTONIO ZERPA,FRANCISCO ANTONIO ZERPA,OD03311419,,,140806,ESTADAL,RURAL,INICIAL - PRIMARIA,,MAÑANA,,1,0,1,15,19,34,16,19,35,47,38,85,0,0,0,0,0,0,0,0,0,0,0,0,120,1,3,6,,,0,0,
928,SANTOS MARQUINA,TABAY,TALLER DE EDUCACION LABORAL,,,,,,,,,,,,,,,,,,,,,,,,,,,JOSE DE LOS SANTOS MARQUINA,JOSE DE LOS SANTOS MARQUINA,OD17631419,,,142141,ESTADAL,URBANO,,ESPECIAL,MAÑANA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,
929,SUCRE,CHIGUARA,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA EL HATO,FELIPE SANTIAGO GUTIERREZ,OD05471420,6970158,,140833,NACIONAL,,,,,,0,0,0,3,4,7,3,4,7,13,12,25,0,0,0,0,0,0,0,0,0,0,0,0,32,0,1,6,,,0,0,
930,SUCRE,CHIGUARA,COMPLEJO EDUCATIVO,20000,21000,31059,,CIENCIAS,31060,,CIENCIA Y TECNOLOGIA,,,,,,,,,,,,,,,,,,,ESCUELA LA RONCONA,ANA ROSAS SANCHEZ,OD05451420,6970158,,140878,NACIONAL,,,,,,0,0,0,2,2,4,2,2,4,14,14,28,36,36,72,0,0,0,0,0,0,0,0,0,104,0,1,6,,,0,0,
931,SUCRE,CHIGUARA,ESCUELA,,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA LA MAJUMBA,HERIBERTO PUENTES VIELMA ( LA MAJUMBA),OD05461420,6970158,,140875,NACIONAL,,,,,,0,0,0,0,1,1,0,1,1,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,6,,,0,0,"{""primaria"":{""4U"":3,""6U"":1,""5U"":2,""1U"":2,""2U"":1}}"
932,SUCRE,CHIGUARA,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,SANTA CATALINA,SANTA CATALINA,OD15851420,6970158,,142013,NACIONAL,,,,,,0,0,0,1,3,4,1,3,4,6,5,11,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,6,,,0,0,
933,SUCRE,ESTANQUES,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,EB SIMON RODRIGUEZ,MARIA ELIZA DAVILA,OD14851420,6590268,,140900,NACIONAL,,,,,,0,0,0,4,2,6,4,2,6,39,44,83,0,0,0,0,0,0,0,0,0,0,0,0,89,0,6,6,,,0,0,
934,SUCRE,ESTANQUES,COMPLEJO EDUCATIVO,20000,21000,31059,,CIENCIAS,,,,,,,,,,,,,,,,,,,,,,COMPLEJO EDUCATIVO SAN PABLO ALTO,CARMEN AURORA CARRERO,OD14401420,6970024,,,NACIONAL,,,,,,0,0,0,0,0,0,0,0,0,5,8,13,15,10,25,0,0,0,0,0,0,0,0,0,38,0,0,1,,,0,0,"{""primaria"":{""1U"":8}}"
935,SUCRE,LA TRAMPA,LICEO,,,31059,,CIENCIAS,41049,AGROPECUARIA,CIENCIAS AGRÍCOLAS Y PECUARIAS,,,,,,,,,,,,,,,,,,,LICEO LA TRAMPA,ZENON DIAZ CAMACHO,OD16651420,6970600,,142049,NACIONAL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,33,19,52,0,0,0,0,0,0,0,0,0,52,0,0,0,,,0,0,
936,SUCRE,LA TRAMPA,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA LOS HATICOS,CARMEN ELINA PERNIA,OD14601420,6970600,,140872,NACIONAL,,,,,,0,0,0,2,4,6,2,4,6,13,16,29,0,0,0,0,0,0,0,0,0,0,0,0,35,0,1,6,,,0,0,
937,SUCRE,LA TRAMPA,ESCUELA,,21000,,,,,,,,,,,,,,,,,,,,,,,,,EL PARAMO DEL TAMBOR,EL PARAMO DEL TAMBOR,OD17341420,6970600,,142143,NACIONAL,,,,,,0,0,0,0,0,0,0,0,0,6,6,12,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,6,,,0,0,
938,SUCRE,LA TRAMPA,LICEO,,,31059,,CIENCIAS,,,,,,,,,,,,,,,,,,,,,,LICEO BOLERO,JOSE TADEO MONAGAS,OD16661420,6970600,,142050,NACIONAL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,12,10,22,0,0,0,0,0,0,0,0,0,22,0,0,0,,,0,0,
939,SUCRE,LA TRAMPA,ESCUELA,,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA ESTADAL EL ESTANQUILLO,JUAN PEDRO VARELA,OD14591420,,,140901,ESTADAL,,,,,,0,0,0,0,0,0,0,0,0,10,7,17,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,6,,,0,0,
940,SUCRE,PUEBLO NUEVO,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA ESTADAL LA QUEBRADA,CAMUCAY,OD01451420,6970538,,140888,NACIONAL,,,,,,0,0,0,4,2,6,4,2,6,10,11,21,0,0,0,0,0,0,0,0,0,0,0,0,27,0,1,6,,,0,0,
941,SUCRE,PUEBLO NUEVO,ESCUELA,,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA  ESTADAL EL PLATANAL,ACEQUIA LA GUADALUPE,OD14461420,6970538,,140858,NACIONAL,,,,,,0,0,0,0,0,0,0,0,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,,,0,0,
942,SUCRE,PUEBLO NUEVO,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA  MACIEGAL,EL NIÑO SIMÓN BOLIVAR,OD14751420,6970538,,141415,NACIONAL,,,,,,0,0,0,2,0,2,2,0,2,8,7,15,0,0,0,0,0,0,0,0,0,0,0,0,17,0,1,6,,,0,0,
943,SUCRE,PUEBLO NUEVO,COMPLEJO EDUCATIVO,20000,21000,31059,,CIENCIAS,,,,,,,,,,,,,,,,,,,,,,ESCUELA BOLIVARIANA GENARINA DUGARTE C.,GENARINA DUGARTE C.,S2862D1420,7934858,,140892,NACIONAL,,,,,,3,2,5,14,9,23,17,11,28,35,42,77,52,39,91,0,0,0,0,0,0,0,0,0,196,1,2,6,,,0,0,
944,SUCRE,PUEBLO NUEVO,ESCUELA,,21000,,,,,,,,,,,,,,,,,,,,,,,,,JICACUY,JICACUY,OD14431420,6970538,,140855,NACIONAL,,,,,,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,,0,0,
945,SUCRE,PUEBLO NUEVO,ESCUELA,,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA LA HONDA,ALI RAFAEL PRIMERA,OD14771420,6970538,,141851,NACIONAL,,,,,,0,0,0,0,0,0,0,0,0,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,,,0,0,
946,SUCRE,PUEBLO NUEVO,LICEO,,,31059,,CIENCIAS,,,,,,,,,,,,,,,,,,,,,,LICEO LOS AMARILLOS,PABLO ROJAS,OD16681420,6970538,,142080,NACIONAL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,10,16,26,0,0,0,0,0,0,0,0,0,26,0,0,0,,,0,0,
947,SUCRE,PUEBLO NUEVO,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA EL HATICO,NATALIA FERNÁNDEZ,OD14481420,6970538,,140860,NACIONAL,,,,,,0,0,0,4,2,6,4,2,6,13,11,24,0,0,0,0,0,0,0,0,0,0,0,0,30,0,1,6,,,0,0,
948,SUCRE,PUEBLO NUEVO,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA MUCANDU,LUISA GARCÍA FERNÁNDEZ,OD14471420,6970538,,140859,NACIONAL,,,,,,0,0,0,4,2,6,4,2,6,13,11,24,0,0,0,0,0,0,0,0,0,0,0,0,30,0,1,6,,,0,0,"{""primaria"":{""6U"":2,""5U"":4}}"
949,SUCRE,PUEBLO NUEVO,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,U.E.B. EL CABULLAL,MARTÌN GUILLÉN FERNÁNDEZ,OD14441420,6970538,,140847,NACIONAL,,,,,,0,0,0,4,2,6,4,2,6,8,14,22,0,0,0,0,0,0,0,0,0,0,0,0,28,0,1,0,,,0,0,
950,SUCRE,PUEBLO NUEVO,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA EL CAMBUR,MANUELA SÁENZ,OD14451420,6970538,,140857,NACIONAL,,,,,,0,0,0,3,4,7,3,4,7,15,18,33,0,0,0,0,0,0,0,0,0,0,0,0,40,0,1,6,,,0,0,
951,SUCRE,PUEBLO NUEVO,ESCUELA,,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA LAS MORAS,ANDRES GUILLEN GONZALES,OD14411420,6970538,,140852,NACIONAL,,,,,,0,0,0,0,0,0,0,0,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,,,0,0,
952,SUCRE,PUEBLO NUEVO,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA LA AGUADA,EZEQUIEL ZAMORA,OD14421420,6970538,,140854,NACIONAL,,,,,,0,0,0,3,1,4,3,1,4,5,6,11,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,,,0,0,
953,SUCRE,PUEBLO NUEVO,COMPLEJO EDUCATIVO,20000,21000,31059,MEDIA GENERAL,CIENCIAS,,,,,,,,,,,,,,,,,,,,,,COMPLEJO  EDUCATIVO RINCON DEL JARILLAL,MARIA DOLORES ROJAS DE MARQUEZ,OD14821420,6970538,,140840,NACIONAL,,,,,,0,0,0,1,2,3,1,2,3,6,21,27,20,8,28,0,0,0,0,0,0,0,0,0,58,0,1,6,,,0,0,
954,SUCRE,PUEBLO NUEVO,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,QUIRORA,QUIRORA,OD14811420,6970538,,140838,NACIONAL,,,,,,0,0,0,7,2,9,7,2,9,12,21,33,0,0,0,0,0,0,0,0,0,0,0,0,42,0,1,6,,,0,0,
955,SUCRE,PUEBLO NUEVO,ESCUELA,,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA EL PARAMITO,AGUSTÍN CODAZZI,OD14781420,6970538,,141852,NACIONAL,,,,,,0,0,0,0,0,0,0,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,,,0,0,
956,SUCRE,SAN JUAN,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,LOS UVITOS,LOS UVITOS,OD14351420,6970600,,140812,NACIONAL,,,,,,0,0,0,4,8,12,4,8,12,3,8,11,0,0,0,0,0,0,0,0,0,0,0,0,23,0,1,1,,,0,0,"{""primaria"":{""1U"":6}}"
957,SUCRE,SAN JUAN,COMPLEJO EDUCATIVO,20000,21000,31059,,CIENCIAS,31060,,CIENCIA Y TECNOLOGIA,48069,ARTE,ARTES AUDIOVISUALES,49000,EDUCACIÓN FÍSICA,PROMOCIÓN DEL ENTRENAMIENTO DEPORTIVO,,,,,,,,,,,,,E. B. ESTADO PORTUGUESA,JOSÉ MARÍA VARGAS,S2863D1420,7932368,,141502,NACIONAL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,201,164,365,61,83,144,0,0,0,0,0,0,509,0,0,0,,,0,0,
958,SUCRE,CHIGUARA,COMPLEJO EDUCATIVO,20000,21000,31059,,CIENCIAS,46071,ECONOMÍA SOCIAL,TURISMO,,,,,,,,,,,,,,,,,,,LICEO EL ANIS,LLANO EL ANIS,OD17311420,7950784,,142048,NACIONAL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,140,125,265,26,20,46,0,0,0,0,0,0,311,0,0,0,,,0,0,
959,SUCRE,CHIGUARA,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA LAS MESITAS,MARIA CONCEPCION PALACIOS,OD17451420,6970158,,142247,NACIONAL,,,,,,0,0,0,5,2,7,5,2,7,27,36,63,0,0,0,0,0,0,0,0,0,0,0,0,70,0,1,6,,,0,0,
960,SUCRE,CHIGUARA,LICEO,,,31059,,CIENCIAS,31060,,CIENCIA Y TECNOLOGIA,,,,,,,,,,,,,,,,,,,LICEO BOLIVARIANO  FRANCISCO ANTONIO UZCATEGUI,FRANCISCO ANTONIO UZCATEGUI,S1152D1420,7912175,,140904,NACIONAL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,119,122,241,0,0,0,0,0,0,0,0,0,241,0,0,0,,,0,0,
961,SUCRE,CHIGUARA,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,SAN JOSE,SAN JOSE,OD05441420,6970158,,140876,NACIONAL,,,,,,0,0,0,3,3,6,3,3,6,14,16,30,0,0,0,0,0,0,0,0,0,0,0,0,36,0,1,6,,,0,0,
962,SUCRE,CHIGUARA,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA NUEVA ESPARTA,JOSEFA ELENA MORALES,OD01481420,6734578,,140881,NACIONAL,,,,,,3,5,8,30,25,55,33,30,63,106,109,215,0,0,0,0,0,0,0,0,0,0,0,0,278,2,4,12,,,0,0,
963,SUCRE,LAGUNILLAS,PREESCOLAR,20000,,,,,,,,,,,,,,,,,,,,,,,,,,CENTRO MATERNAL Y PREESCOLAR HIPOLITA BOLIVAR,HIPOLITA BOLIVAR,OD17411420,6590694,,142171,NACIONAL,,,,,,18,13,31,30,37,67,48,50,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,2,3,0,,,0,0,
964,SUCRE,LAGUNILLAS,LICEO,,,31059,,CIENCIAS,,,,,,,,,,,,,,,,,,,,,,LICEO LLANO SECO,HECTOR RAMON IZQUIERDO,OD17341420,7950811,,142045,NACIONAL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,52,41,93,0,0,0,0,0,0,0,0,0,93,0,0,0,,,0,0,
965,SUCRE,LAGUNILLAS,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA BOLIVARIANA 24 DE JUNIO,-28678,OD14841420,7933007,,140894,NACIONAL,,,,,,55,40,95,35,40,75,90,80,170,166,193,359,0,0,0,0,0,0,0,0,0,0,0,0,529,7,3,14,,,0,0,
966,SUCRE,LAGUNILLAS,LICEO,,,31060,,TECNOLOGIA E INOVACION,,,,,,,,,,,,,,,,,,,,,,LICEO BOLIVARIANO LUIS ENRIQUE MARQUEZ BARILLAS,LUIS ENRIQUE MARQUEZ BARILLAS,S0622D1420,7915760,,140905,NACIONAL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,397,384,781,0,0,0,0,0,0,0,0,0,781,0,0,0,,,0,0,
967,SUCRE,LAGUNILLAS,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA BOLIVARIANA LOS ARAQUEZ,SIMONA CORREDOR DE PICO,OD14831420,6970024,,140887,NACIONAL,,,,,,0,0,0,0,0,0,0,0,0,33,36,69,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,7,,,0,0,
968,SUCRE,LAGUNILLAS,ESCUELA,,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA EL MOLINO,HOMERO IZARRA,OD01231420,6734330,,140895,NACIONAL,,,,,,0,0,0,0,0,0,0,0,0,155,171,326,0,0,0,0,0,0,0,0,0,0,0,0,326,0,0,12,,,0,0,
969,SUCRE,LAGUNILLAS,INSTITUTO DE EDUCACION ESPECIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO DE EDUCACION ESPECIAL JAMUEN,GABRIELA MISTRAL,OD14761420,6490501,,141832,NACIONAL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,
970,SUCRE,LAGUNILLAS,ESCUELA,,21000,,,,,,,,,,,,,,,,,,,,,,,,,GRUPO ESCOLAR MANUEL GUAL,MANUEL GUAL,OD01401420,6737410,,140810,NACIONAL,,,,,,0,0,0,0,0,0,0,0,0,345,340,685,0,0,0,0,0,0,0,0,0,0,0,0,685,0,0,26,,,0,0,
971,SUCRE,LAGUNILLAS,PREESCOLAR,20000,,,,,,,,,,,,,,,,,,,,,,,,,,JARDIN DE INFANCIA EL MOLINO,MARIA DAVILA,OD17441420,4103375,,142244,NACIONAL,,,,,,0,0,0,41,53,94,41,53,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,6,0,,,0,0,
