CANTIDAD,MUNICIPIO,PARROQUIA,DENOMINACIÓN,PLAN DE ESTUDIO 1,PLAN DE ESTUDIO 2,PLAN DE ESTUDIO 3,ESPECIALIDAD 3,MENCIÓN 3,PLAN DE ESTUDIO 4,ESPECIALIDAD 4,MENCIÓN 4,PLAN DE ESTUDIO 5,ESPECIALIDAD 5,MENCIÓN 5,PLAN DE ESTUDIO 6,ESPECIALIDAD 6,MENCIÓN 6,PLAN DE ESTUDIO 7,ESPECIALIDAD 7,MENCIÓN 7,PLAN DE ESTUDIO 8,ESPECIALIDAD 8,MENCIÓN 8,PLAN DE ESTUDIO 9,ESPECIALIDAD 9,MENCIÓN 9,PLAN DE ESTUDIO 10,ESPECIALIDAD 10,MENCIÓN 10,NOMBRE NOMINAL DEL PLANTEL,NUEVO EPÓNIMO,CODIGO DEL PLANTEL,CODIGO DEPENDENCIA 1,CODIGO DEPENDENCIA 2,CODIGO ESTADISTICO,DEPENDENCIA,UBICACIÓN GEOGRAFICA,NIVEL,MODALIDAD,TURNOS DEL PLANTEL,METROS 2,MATERNAL FEM,MATERNAL MAS,MATERNAL TOTAL,PREESCOLAR FEM,PREESCOLAR MAS,PREESCOLAR TOTAL,INICIAL FEM,INICIAL MAS,INICIAL TOTAL,PRIMARIA FEM,PRIMARIA MAS,PRIMARIA TOTAL,MEDIA GENERAL FEM,MEDIA GENERAL MAS,MEDIA GENERAL TOTAL,MEDIA TECNICA FEM,MEDIA TECNICA MAS,MEDIA TECNICA TOTAL,ADULTO FEM,ADULTO MAS,ADULTO TOTAL,ESPECIAL FEM,ESPECIAL MAS,ESPECIAL TOTAL,MATRICULA TOTAL,MATERNAL,PREESCOLAR,PRIMARIA,MEDIA GENERAL,MEDIA TECNICA,ADULTO,ESPECIAL,
25,ALBERTO ADRIANI,PRESIDENTE PAEZ,COMPLEJO EDUCATIVO,20000,21000,31059,,CIENCIAS,41052,AGROPECUARIA,TECNOLOGÍA DE LOS ALIMENTOS,,,,,,,,,,,,,,,,,,,LICEO LUISA CACERES DE ARISMENDI,LUISA CACERES DE ARISMENDI,OD04681401,7950610,,140021,NACIONAL,,,,,,0,0,0,10,14,24,10,14,24,43,38,81,65,68,133,0,0,0,0,0,0,0,0,0,238,0,2,6,5,0,0,0,
26,ALBERTO ADRIANI,PRESIDENTE PAEZ,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA DE EDUCACIÓN INICIAL NACIONAL MARÍA ANTONIA DÁVILA,MARIA ANTONIA DAVILA,OD17481401,4170735,,142176,NACIONAL,,,,,,26,26,52,98,93,191,124,119,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,3,9,0,0,0,0,0,
27,ALBERTO ADRIANI,PRESIDENTE PAEZ,ESCUELA,,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESC URQUIA MARU,URQUIA MARU,OD04691401,6970126,,140070,NACIONAL,,,,,,0,0,0,0,0,0,0,0,0,37,44,81,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,6,0,0,0,0,
28,ALBERTO ADRIANI,PRESIDENTE PAEZ,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESC BAS ANDRES BELLO,JOSE ANANIAS MARQUEZ,OD17791401,6561456,,142253,NACIONAL,,,,,,8,10,18,20,22,42,28,32,60,156,156,312,0,0,0,0,0,0,0,0,0,0,0,0,372,1,3,13,0,0,0,0,
29,ALBERTO ADRIANI,PRESIDENTE PAEZ,ESCUELA,,21000,,,,,,,,,,,,,,,,,,,,,,,,,UENB ONIA CAÑO ISABEL,ONIA CAÑO ISABEL,OD01811401,7950598,,140065,NACIONAL,,,,,,0,0,0,0,0,0,0,0,0,100,149,249,0,0,0,0,0,0,0,0,0,0,0,0,249,0,0,11,0,0,0,0,
30,ALBERTO ADRIANI,PRESIDENTE PAEZ,LICEO,,,31059,,CIENCIAS,,,,,,,,,,,,,,,,,,,,,,U E  12 DE FEBRERO,-31367,S2183D1401,7933012,,140017,NACIONAL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,
31,ALBERTO ADRIANI,PRESIDENTE PAEZ,ESCUELA,,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESC BAS ANDRES BELLO,ANDRES BELLO,OD01801401,6561456,,140015,NACIONAL,,,,,,0,0,0,0,0,0,0,0,0,229,232,461,0,0,0,0,0,0,0,0,0,0,0,0,461,0,0,18,,,0,0,
32,ALBERTO ADRIANI,PRESIDENTE PAEZ,ESCUELA PARA EL EMPRENDIMIENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,CEA CUATRICENTENARIO,CONCEPCIÓN MARIÑO,ON09971401,6392700,,141644,NACIONAL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
33,ALBERTO ADRIANI,PRESIDENTE PAEZ,LICEO,,,31059,,CIENCIAS,,,,,,,,,,,,,,,,,,,,,,LBN CARMEN  C   CARRERO,CARMEN CONSUELO CARRERO,OD17511401,7950957,,412080,NACIONAL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,202,159,361,0,0,0,0,0,0,0,0,0,361,0,0,0,15,0,0,0,
34,ALBERTO ADRIANI,PRESIDENTE PAEZ,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,GE LIBERTADOR BOLIVAR,LIBERTADOR BOLIVAR,OD00491401,6737021,,141645,NACIONAL,,,,,,0,0,0,12,16,28,12,16,28,106,118,224,0,0,0,0,0,0,0,0,0,0,0,0,252,0,2,12,0,0,0,0,
35,ALBERTO ADRIANI,PRESIDENTE PAEZ,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA SUR AMERICA,VICENTE SALIAS,OD01751401,6568292,,140078,NACIONAL,,,,,,0,0,0,26,26,52,26,26,52,111,97,208,0,0,0,0,0,0,0,0,0,0,0,0,260,0,3,11,0,0,0,0,
36,ALBERTO ADRIANI,PRESIDENTE PAEZ,ESCUELA,,21000,,,,,,,,,,,,,,,,,,,,,,,,,GE MAURICIO ENCINOSO,MAURICIO ENCINOSO,OD01831401,6737550,,141622,NACIONAL,,,,,,0,0,0,0,0,0,0,0,0,265,283,548,0,0,0,0,0,0,0,0,0,0,0,0,548,0,0,22,0,0,0,0,
37,ALBERTO ADRIANI,PRESIDENTE PAEZ,PREESCOLAR,20000,,,,,,,,,,,,,,,,,,,,,,,,,,J L MAURICIOENCINOSO,GUILLERMO BRICEÑO,OD17631401,4106930,,142198,NACIONAL,,,,,,0,0,0,76,74,150,76,74,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,8,0,0,0,0,0,
38,ALBERTO ADRIANI,PRESIDENTE PAEZ,FALSO,,,,,,,,,,,,,,,,,,,,,,,,,,,CDI EL VIGIA,NIÑO SIMÓN BOLÍVAR,OD10001401,6490518,,141833,NACIONAL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
39,ALBERTO ADRIANI,PRESIDENTE ROMULO GALLEGOS,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,UEB CORONEL LUIS MARIA RIVAS DAVILA,CORONEL LUIS MARÍA RIVAS DÁVILA,OD04751401,6590360,,141225,NACIONAL,,,,,,0,0,0,4,6,10,4,6,10,30,28,58,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,6,,,0,0,
40,ALBERTO ADRIANI,PRESIDENTE ROMULO GALLEGOS,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA ANA MARIA CAMPOS,ANA MARIA CAMPOS,OD04761401,6970126,,141227,NACIONAL,,,,,,0,0,0,2,1,3,2,1,3,13,6,19,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,2,,,0,0,
41,ALBERTO ADRIANI,PRESIDENTE ROMULO GALLEGOS,ESCUELA,,21000,,,,,,,,,,,,,,,,,,,,,,,,,EE CAÑO VIEJO,(AULAS ANEXAS A LA KM15)(CIERRE TÉCNICO),OD09911401,,,141580,ESTADAL,,,,,,0,0,0,0,0,0,0,0,0,2,9,11,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,2,0,0,0,0,
42,ALBERTO ADRIANI,PRESIDENTE ROMULO GALLEGOS,PREESCOLAR,20000,,,,,,,,,,,,,,,,,,,,,,,,,,PREESCOLAR GRAL CARLOS SOUBLETTE,ANA ROSA CHOURIO,OD17801401,7932398,,140073,NACIONAL,,,,,,0,0,0,42,34,76,42,34,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,4,0,0,0,0,0,
43,ALBERTO ADRIANI,PRESIDENTE ROMULO GALLEGOS,ESCUELA,,21000,,,,,,,,,,,,,,,,,,,,,,,,,ECUELA BASICA GENERAL CARLOS SOUBLETTE,GENERAL CARLOS SOUBLETTE,OD10331401,7932398,,140073,NACIONAL,,,,,,0,0,0,0,0,0,0,0,0,169,201,370,0,0,0,0,0,0,0,0,0,0,0,0,370,0,0,18,0,0,0,0,
44,ALBERTO ADRIANI,PRESIDENTE ROMULO GALLEGOS,COMPLEJO EDUCATIVO,20000,21000,31059,,CIENCIAS,45043,SALUD,FARMACIA,,,,,,,,,,,,,,,,,,,LICEO BOLIVARIANO 19 DE ABRIL,-32762,OD17241401,7950791,,142159,NACIONAL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,106,79,185,124,59,183,0,0,0,0,0,0,368,0,0,0,230,138,0,0,
45,ALBERTO ADRIANI,PRESIDENTE ROMULO GALLEGOS,ESCUELA,,21000,,,,,,,,,,,,,,,,,,,,,,,,,EBN JOSEFA DEL CARMEN SALAZAR ROJAS,JOSEFA DEL CARMEN SALAZAR ROJAS,OD17741401,6590362,,142128,NACIONAL,,,,,,0,0,0,0,0,0,0,0,0,98,101,199,0,0,0,0,0,0,0,0,0,0,0,0,199,0,0,10,0,0,0,0,
46,ALBERTO ADRIANI,PRESIDENTE ROMULO GALLEGOS,TALLER DE EDUCACION LABORAL,,,,,,,,,,,,,,,,,,,,,,,,,,,TALLER DE EDUCACION LABORAL ELVIS DE JESUS APONCIO,ELVIS DE JESUS APONCIO,OD02981401,6502312,,141834,NACIONAL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
47,ALBERTO ADRIANI,PRESIDENTE ROMULO GALLEGOS,COMPLEJO EDUCATIVO,20000,21000,31059,,CIENCIAS,,,,,,,,,,,,,,,,,,,,,,LICEO DR ARTURO USLAR PIETRI,DOCTOR ARTURO USLAR PIETRI,OD16041401,7950948,,142104,NACIONAL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,106,165,271,0,0,0,0,0,0,0,0,0,271,0,0,0,10,0,0,0,
48,ALBERTO ADRIANI,PRESIDENTE ROMULO GALLEGOS,ESCUELA,,21000,,,,,,,,,,,,,,,,,,,,,,,,,UEB 1ERO DE MAYO,46143,OD03171401,4100030,,140077,NACIONAL,,,,,,0,0,0,0,0,0,0,0,0,148,155,303,0,0,0,0,0,0,0,0,0,0,0,0,303,0,0,12,0,0,0,0,
49,ALBERTO ADRIANI,PRESIDENTE ROMULO GALLEGOS,COMPLEJO EDUCATIVO,20000,21000,31059,,CIENCIAS,41052,AGROPECUARIA,TECNOLOGÍA DE LOS ALIMENTOS,,,,,,,,,,,,,,,,,,,U E  BOLIVAR 2000,BOLIVAR 2000,OD00661401,7950261,,141910,NACIONAL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,124,136,260,0,0,0,0,0,0,0,0,0,260,0,0,0,260,0,0,0,
50,ALBERTO ADRIANI,PRESIDENTE ROMULO GALLEGOS,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA BASICA 23 DE ENERO,46045,OD02671401,7933011,,140075,NACIONAL,,,,,,0,0,0,10,13,23,10,13,23,75,69,144,0,0,0,0,0,0,0,0,0,0,0,0,167,0,2,14,,,0,0,
51,ALBERTO ADRIANI,PRESIDENTE ROMULO GALLEGOS,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,U E B LA VEGA,LUCILA PALACIOS,OD10181401,6970338,,140025,NACIONAL,,,,,,0,0,0,8,8,16,8,8,16,24,20,44,0,0,0,0,0,0,0,0,0,0,0,0,60,0,2,6,0,0,0,0,
52,ALBERTO ADRIANI,PRESIDENTE ROMULO GALLEGOS,LICEO,,,31059,,CIENCIAS,,,,,,,,,,,,,,,,,,,,,,LICEO BOLIVARIANO EL VIGIA,EL VIGIA,S1463D1401,7912619,,140026,NACIONAL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349,0,0,0,
53,ALBERTO ADRIANI,PRESIDENTE ROMULO GALLEGOS,COMPLEJO EDUCATIVO,20000,21000,31059,,CIENCIAS,46067,ECONOMÍA SOCIAL,ADMINISTRACIÓN,,,,,,,,,,,,,,,,,,,LICEO FRANCISCO DE MIRANDA,FRANCISCO DE MIRANDA,OD17721401,7951069,,142204,NACIONAL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,17,4,21,0,0,0,0,0,0,0,0,0,21,0,0,0,5,0,0,0,
54,ALBERTO ADRIANI,PRESIDENTE ROMULO GALLEGOS,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,UEB TERESA DE LA PARRA,TERESA DE LA PARRA,OD17751401,6970338,,142126,NACIONAL,,,,,,0,0,0,8,4,12,8,4,12,13,29,42,0,0,0,0,0,0,0,0,0,0,0,0,54,0,2,6,0,0,0,0,
55,ALBERTO ADRIANI,PRESIDENTE ROMULO GALLEGOS,ESCUELA,,21000,,,,,,,,,,,,,,,,,,,,,,,,,UE PBRO JOSE IGNACIO OLIVARES / JI PBRO JOSE IGNACIO OLIVARES,PBRO JOSÉ IGNACIO OLIVARES,OD00631401,6567187,4107560,140076,NACIONAL,,,,,,0,0,0,0,0,0,0,0,0,129,137,266,0,0,0,0,0,0,0,0,0,0,0,0,266,0,0,12,0,0,0,0,
56,ALBERTO ADRIANI,PRESIDENTE ROMULO GALLEGOS,INSTITUTO DE EDUCACION ESPECIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO BOLIVARIANO DE EDUCACIÓN ESPECIAL ASUNCIÓN DUGARTE,ASUNCIÓN DUGARTE,OD02991401,6502613,,141340,NACIONAL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
57,ALBERTO ADRIANI,PRESIDENTE ROMULO GALLEGOS,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,JOSE ANTONIO CALDERON ZERPA,JOSE ANTONIO CALDERON ZERPA,OD10341401,6970338,,140079,NACIONAL,,,,,,0,0,0,19,24,43,19,24,43,62,87,149,0,0,0,0,0,0,0,0,0,0,0,0,192,0,3,12,0,0,0,0,
58,ALBERTO ADRIANI,PULIDO MENDEZ,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,UNIDAD EDUCATIVA BOLIVARIANA ANTONIO JOSE DE SUCRE,ANTONIO JOSE DE SUCRE,OD09981401,7950713,,141799,NACIONAL,,,,,,0,0,0,22,19,41,22,19,41,101,87,188,0,0,0,0,0,0,0,0,0,0,0,0,229,0,3,12,,,0,0,
59,ALBERTO ADRIANI,PULIDO MENDEZ,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,UEBBRISAS DEL CHAMANER 409,CIPRIANO CASTRO,OD10141401,6970409,,141564,NACIONAL,,,,,,0,0,0,2,3,5,2,3,5,12,17,29,0,0,0,0,0,0,0,0,0,0,0,0,34,0,1,4,,,0,0,
60,ALBERTO ADRIANI,PULIDO MENDEZ,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,UEB JOSEFA CAMEJO,JOSEFA CAMEJO,OD16071401,6590199,,142092,NACIONAL,,,,,,0,0,0,15,14,29,15,14,29,56,56,112,0,0,0,0,0,0,0,0,0,0,0,0,141,0,3,7,0,0,0,0,
61,ALBERTO ADRIANI,PULIDO MENDEZ,COMPLEJO EDUCATIVO,20000,21000,31059,,CIENCIAS,,,,,,,,,,,,,,,,,,,,,,LN ALFREDO TOVAR RENGIFO,ALFREDO TOVAR RENGIFO,OD17531401,7950956,,142181,NACIONAL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,83,75,158,0,0,0,0,0,0,0,0,0,158,0,0,0,9,0,0,0,
62,ALBERTO ADRIANI,PULIDO MENDEZ,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA LA BLANCA,RAFAEL URDANETA,OD01681401,6565510,,141648,NACIONAL,,,,,,15,18,33,33,39,72,48,57,105,216,213,429,0,0,0,0,0,0,0,0,0,0,0,0,534,1,3,13,0,0,0,0,
63,ALBERTO ADRIANI,PULIDO MENDEZ,COMPLEJO EDUCATIVO,20000,21000,31059,,CIENCIAS,,,,,,,,,,,,,,,,,,,,,,CEN RAFAEL ANTONIO ROJAS SANCHEZ,RAFAEL ANTONIO ROJAS SÁNCHEZ,OD17571401,7950999,,142185,NACIONAL,,,,,,0,0,0,7,3,10,7,3,10,22,26,48,20,14,34,0,0,0,0,0,0,0,0,0,92,0,1,6,5,0,0,0,
64,ALBERTO ADRIANI,PULIDO MENDEZ,CENTRO DE EDUCACION INCIAL,20000,,,,,,,,,,,,,,,,,,,,,,,,,,CEIS NANCY MORA,NANCY MORA,OD16961401,4170642,,142109,NACIONAL,,,,,,30,20,50,61,68,129,91,88,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,2,5,0,0,0,0,0,
65,ALBERTO ADRIANI,PULIDO MENDEZ,ESCUELA,,21000,,,,,,,,,,,,,,,,,,,,,,,,,EB 12 DE OCTUBRE,46307,OD04011401,7933013,,140088,NACIONAL,,,,,,0,0,0,0,0,0,0,0,0,146,155,301,0,0,0,0,0,0,0,0,0,0,0,0,301,0,0,12,0,0,0,0,
66,ALBERTO ADRIANI,PULIDO MENDEZ,ESCUELA,,21000,,,,,,,,,,,,,,,,,,,,,,,,,UE JOSE LEONARDO CHIRINO,JOSE LEONARDO CHIRINO,OD17701401,6590361,,142184,NACIONAL,,,,,,0,0,0,0,0,0,0,0,0,69,75,144,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,6,0,0,0,0,
67,ALBERTO ADRIANI,PULIDO MENDEZ,ESCUELA,,21000,,,,,,,,,,,,,,,,,,,,,,,,,UE LUIS BELTRAN PRIETO FIGUEROA,LUIS BELTRÁN PRIETO FIGUEROA,OD15871401,6590118,,121431,NACIONAL,,,,,,0,0,0,0,0,0,0,0,0,264,276,540,0,0,0,0,0,0,0,0,0,0,0,0,540,0,0,21,0,0,0,0,
68,ALBERTO ADRIANI,PULIDO MENDEZ,LICEO,,,31059,,CIENCIAS,,,,,,,,,,,,,,,,,,,,,,LB JUAN JOSE LANDAETA,JUAN JOSE LANDAETA,OD17681401,7951015,,142200,NACIONAL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,360,341,701,0,0,0,0,0,0,0,0,0,701,0,0,0,22,0,0,0,
69,ALBERTO ADRIANI,PULIDO MENDEZ,COMPLEJO EDUCATIVO,20000,21000,41052,AGROPECUARIA,TECNOLOGÍA DE LOS ALIMENTOS,,,,,,,,,,,,,,,,,,,,,,EB CAÑO SECO,PULIDO MENDEZ,OD01641401,7931710,,141222,NACIONAL,,,,,,0,0,0,23,22,45,23,22,45,112,132,244,0,0,0,29,40,69,0,0,0,0,0,0,358,0,45,12,0,4,0,0,
70,ALBERTO ADRIANI,PULIDO MENDEZ,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,CEN BELEN MARIA SANJUAN COLINA,BELEN MARIA SAN JUAN COLINA,OD17551401,7951000,,142129,NACIONAL,,INICIAL,,,,0,0,0,4,0,4,4,0,4,38,45,83,0,0,0,0,0,0,0,0,0,0,0,0,87,0,1,6,0,0,0,0,
71,ALBERTO ADRIANI,PULIDO MENDEZ,COMPLEJO EDUCATIVO,20000,21000,31059,,BACHILLER,45041,SALUD,ENFERMERÍA,,,,,,,,,,,,,,,,,,,CEN GABRIELA DEL VALLE VILORIA RODRIGUEZ,GABRIELA DEL VALLE VILORIA RODRIGUEZ,OD17581401,7950989,,142186,NACIONAL,,,,,,0,0,0,15,18,33,15,18,33,79,110,189,39,29,68,0,0,0,0,0,0,0,0,0,290,0,2,12,68,0,0,0,
72,ALBERTO ADRIANI,PRESIDENTE ROMULO BETANCOURT,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,UEB PEDRO CAMEJO,PEDRO CAMEJO,OD09901401,7951014,,141575,NACIONAL,,,,,,0,0,0,3,5,8,3,5,8,12,17,29,0,0,0,0,0,0,0,0,0,0,0,0,37,0,1,6,,,0,0,
73,ALBERTO ADRIANI,PRESIDENTE ROMULO BETANCOURT,PREESCOLAR,20000,,,,,,,,,,,,,,,,,,,,,,,,,,CEI PREESCOLAR BOLIVARIANO LUISA DE PACANINS,LUISA DE PACANINS,OD01791401,4170776,,141719,NACIONAL,,,,,,0,0,0,21,25,46,21,25,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,3,0,0,0,0,0,
74,ALBERTO ADRIANI,PRESIDENTE ROMULO BETANCOURT,COMPLEJO EDUCATIVO,20000,21000,31059,,CIENCIAS,31060,,CIENCIA Y TECNOLOGIA,41049,AGROPECUARIA,CIENCIAS AGRÍCOLAS Y PECUARIAS,,,,,,,,,,,,,,,,UEB DOÑA OMAIRA CANDELA DE QUINTERO,DOÑA OMAIRA ROSA CANDELA DE QUINTERO,OD16061401,7950611,,141964,NACIONAL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,110,142,252,0,0,0,0,0,0,0,0,0,252,0,0,0,10,0,0,0,
75,ALBERTO ADRIANI,PRESIDENTE ROMULO BETANCOURT,ESCUELA,,21000,,,,,,,,,,,,,,,,,,,,,,,,,UEB FRANCISCO GONZALEZ,FRANCISCO GONZÁLEZ,OD10801401,6970126,,140012,NACIONAL,,,,,,2,1,3,3,3,6,5,4,9,15,18,33,0,0,0,0,0,0,0,0,0,0,0,0,42,1,1,6,,,0,0,
76,ALBERTO ADRIANI,PRESIDENTE ROMULO BETANCOURT,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,NER-NUC ESC RURAL N 338,MARIA DE LOS SANTOS MOLERO,OD10091401,6970338,,141577,NACIONAL,,,,,,0,0,0,6,9,15,6,9,15,29,29,58,0,0,0,0,0,0,0,0,0,0,0,0,73,0,1,6,0,0,0,0,
77,ALBERTO ADRIANI,PRESIDENTE ROMULO BETANCOURT,LICEO,,,31059,,CIENCIAS,,,,,,,,,,,,,,,,,,,,,,LBN DR JOSE MARIA VARGAS,DR JOSE MARIA VARGAS,OD17501401,7950970,,142179,NACIONAL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,71,63,134,0,0,0,0,0,0,0,0,0,134,0,0,0,134,0,0,0,
78,ALBERTO ADRIANI,PRESIDENTE ROMULO BETANCOURT,ESCUELA,,21000,,,,,,,,,,,,,,,,,,,,,,,,,NER-NUC ESC RURAL N 338,MARIA FRANCISCA GUTIERREZ,OD10131401,6970338,,141725,NACIONAL,,,,,,0,0,0,0,1,1,0,1,1,4,5,9,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,5,,,0,0,
79,ALBERTO ADRIANI,PRESIDENTE ROMULO BETANCOURT,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,EBN MANUELITA SAENZ,MANUELITA SAENZ,OD01711401,6590348,,141573,NACIONAL,,,,,,0,0,0,29,27,56,29,27,56,129,148,277,0,0,0,0,0,0,0,0,0,0,0,0,333,0,2,12,,,0,0,
80,ALBERTO ADRIANI,PRESIDENTE ROMULO BETANCOURT,COMPLEJO EDUCATIVO,20000,21000,31059,,CIENCIAS,41049,AGROPECUARIA,CIENCIAS AGRÍCOLAS Y PECUARIAS,41052,AGROPECUARIA,TECNOLOGÍA DE LOS ALIMENTOS,46067,ECONOMÍA SOCIAL,ADMINISTRACIÓN,46071,ECONOMÍA SOCIAL,TURISMO,,,,,,,,,,LICEO ALBERTO ADRIANI,ALBERTO ADRIANI,S0270D1401,7912350,,140089,NACIONAL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,189,158,347,158,169,327,0,0,0,0,0,0,674,0,0,0,,,0,0,
81,ALBERTO ADRIANI,PRESIDENTE ROMULO BETANCOURT,LICEO,,,31058,,CIENCIAS,,,,,,,,,,,,,,,,,,,,,,LICEO NACIONAL ALBERTO ADRIANI,ANTONIO ARRAIZ,S0270N1401,7912355,,141313,NACIONAL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,110,78,188,0,0,0,0,0,0,0,0,0,188,0,0,0,,,0,0,
82,ALBERTO ADRIANI,PRESIDENTE ROMULO BETANCOURT,ESCUELA,,21000,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA BOLIVARIANA CHIGUARA / JI BOLIVARIANA CHIGUARA,VICENTE LECUNA,OD02611401,6562900,4102050,140061,NACIONAL,,,,,,0,0,0,0,0,0,0,0,0,55,73,128,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,10,0,0,0,0,
83,ALBERTO ADRIANI,PRESIDENTE ROMULO BETANCOURT,ESCUELA,,21000,,,,,,,,,,,,,,,,,,,,,,,,,GRUPO  TOVAR,MARTIN TOVAR Y PONTE,OD01691401,6568570,,140060,NACIONAL,,,,,,0,0,0,0,0,0,0,0,0,329,338,667,0,0,0,0,0,0,0,0,0,0,0,0,667,0,0,24,,,0,0,
84,ALBERTO ADRIANI,PRESIDENTE ROMULO BETANCOURT,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,NER-NUC ESC RURAL N 338,ANA TERESA DUGARTE DE TORRES,OD10081401,6970338,,141571,NACIONAL,,,,,,0,0,0,6,1,7,6,1,7,10,11,21,0,0,0,0,0,0,0,0,0,0,0,0,28,0,1,6,,,0,0,
85,ALBERTO ADRIANI,PRESIDENTE ROMULO BETANCOURT,ESCUELA,20000,21000,,,,,,,,,,,,,,,,,,,,,,,,,NER-NUC ESC RURAL N 338,CARMEN ELISA SOCORRO DE UZCATEGUI,OD10171401,6970338,,140006,NACIONAL,,,,,,0,0,0,3,2,5,3,2,5,8,15,23,0,0,0,0,0,0,0,0,0,0,0,0,28,0,10,0,,,0,0,
86,ALBERTO ADRIANI,PRESIDENTE ROMULO BETANCOURT,PREESCOLAR,20000,,,,,,,,,,,,,,,,,,,,,,,,,,PREESCOLAR CARABOBO,BATALLA DE CARABOBO DE 1821,OD01781401,4170295,,140003,NACIONAL,,,,,,0,0,0,18,16,34,18,16,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,2,0,0,0,0,0,
87,ALBERTO ADRIANI,PRESIDENTE ROMULO BETANCOURT,PREESCOLAR,20000,,,,,,,,,,,,,,,,,,,,,,,,,,PREESCOLAR CARMEN TERESA DE FERNÁNDEZ,CARMEN TERESA DE FERNÁNDEZ,OD01731401,4170644,,140801,NACIONAL,,,,,,0,0,0,14,15,29,14,15,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,3,0,0,0,0,0,
